UUID,External ID,Title,Subtitle,Creators,Creation Date,Publisher,Source URL,Collections,Tags,Status,Created At,Updated At
45b397de80614c34a492545d584522f0,H08ON1-XML-ENG,A Guide to Building a Unified Culture After a Merger or Acquisition,,"Mina Milosevic, Katherine Rau, Lisa Steelman",2025-04-03T12:15:40Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","414299:culture, 109980:digital article, 391404:managing employees, 391760:mergers and acquisitions, 391503:employee engagement, 391555:organizational culture, new-author:new author",Ready,2026-07-16 13:01:01,2026-07-17 15:34:36
1e5af80ed7534cf1a9383661ca006e5b,H08UFW-XML-ENG,A Guide to Building Change Resilience in the Age of AI,,"Karim R. Lakhani, Jen Stave, Douglas Ng, Daniel Martines",2025-07-29T12:15:48Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391770:experimentation, 492583:generative ai, 391808:ai and machine learning, 109980:digital article, 391564:organizational change",Ready,2026-07-16 13:03:53,2026-07-17 15:36:06
44b5c8c216bf4db884a550598d898a7e,H07DP4-XML-ENG,A Guide to Building Psychological Safety on Your Team,,Rakshitha Arni Ravishankar,2022-12-01T20:00:24Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","479934:early career, 414299:culture, 366390:survival guide, tip:tip, 391387:leadership qualities, ascend:ascend, 391386:leadership development, 391392:leadership vision, 420917:ascend, 391385:leadership",Ready,2026-05-22 18:55:51,2026-05-22 18:56:12
6f959f90cf2448d397e2e8f16c1d75f6,H034OF-XML-ENG,A Guide to Cold Emailing,,Tucker Max,2016-09-20T18:00:55Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","1054:business writing, 1800:networking, 391429:business communication, 391430:business writing, commissioned:commissioned, special-series_business-writing-2016:special series_business writing 2016, taxo2021:taxo2021, 109980:digital article",Ready,2026-07-31 20:26:51,2026-07-31 20:48:15
0d7c7c7a47584575a0d83f1e1000ac99,H03SAQ-XML-ENG,A Guide to Finding and Hiring the Best Contractors,,Alyssa Merwin,2017-07-17T14:00:39Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391508:hiring and recruitment, quick-copyedit:_quick copyedit, 391516:talent management, 7116:talent management, 109980:digital article, 1919:hiring, new-author:new author",Ready,2026-05-22 14:47:47,2026-05-25 16:21:47
851d64e49a974b45b0e9c8a124c4e919,H08GQ1-XML-ENG,A Guide to Handing Off Work Before a Vacation,,Yasmina Khelifi,2024-11-05T13:25:18Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391588:project management, 391709:time off, 109980:digital article, 391691:personal productivity",Ready,2026-08-03 14:54:41,2026-08-03 15:22:45
f4f4ead11aca4ff0810da8a0863312a6,H06LAQ-XML-ENG,A Guide to Implementing the 4-Day Workweek,,"Ashley Whillans, Charlotte Lockhart",2021-09-28T17:02:07Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391493:flex time, 391511:personnel policies, 395127:organizational transformation, 391651:work environments, 232362:big idea, 109980:digital article",Ready,2026-08-03 14:18:03,2026-08-03 14:38:08
e26b875d342c4cbfbf40f6b64d25f35f,H02P88-XML-ENG,A Guide to Managing a Volunteer Workforce,,"Joe McCannon, Hahrie Han",2016-03-02T17:00:56Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391185:government, 395116:managing people, 391407:motivating people, full-copyedit:_full copyedit, 391436:leading teams, 9161:managing people, 105784:motivating people, 5907:government, 8672:leading teams, new-author:new author, 109980:digital article",Ready,2026-05-21 20:36:57,2026-05-25 15:44:43
db3ba95c21074c2796d9e048e6374a97,H08IY2-XML-ENG,A Guide to Managing Interconnected AI Systems,,"I. Glenn Cohen, Theodoros Evgeniou, Martin Husovec",2024-12-16T13:25:20Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391808:ai and machine learning, 109980:digital article, insight-center_collaborating-with-ai-nov-2024:insight center_collaborating with ai nov 2024",Ready,2026-08-03 14:57:18,2026-08-03 15:24:02
7660423174ef4feaacaa12167395e12c,H079LE-XML-ENG,A Guide to Managing Your Mental Health,,HBR Editors,2022-10-06T19:00:32Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","ascend:ascend, 391729:mental health, 391728:stress management, 391724:wellness, 366390:survival guide, 479934:early career, listicle:listicle, 420917:ascend",Ready,2026-08-03 14:24:34,2026-08-03 14:41:34
da0981eca7ed4ab192f447df3ba27636,H05HON-XML-ENG,A Guide to Managing Your (Newly) Remote Workers,,"Barbara Z. Larson, Susan R. Vroman, Erin E. Makarius",2020-03-18T12:05:09Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391653:remote work, taxo2021:taxo2021, 109980:digital article, 391407:motivating people, 391503:employee engagement, 391440:virtual teams, 8672:leading teams, 105784:motivating people, coronavirus:coronavirus, timely:timely",Ready,2026-05-22 17:54:59,2026-05-22 17:55:18
510baf50cac94935a3148b7eb475d9b2,H07ZJ0-XML-ENG,"A Guide to Mentors, Sponsors, and Coaches",,Kelsey Alpaio,2024-01-19T16:25:04Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","ascend:ascend, 420917:ascend, 391690:mentoring, 479934:early career, 391660:career coaching, 391661:career planning, 391702:personal growth and transformation, 366385:listicle",Ready,2026-07-16 12:50:05,2026-07-17 15:28:34
574fa2b23af449d6b9786c74efe18219,H07QO8-XML-ENG,A Guide to Motivating Yourself at Work,,Rakshitha Arni Ravishankar,2023-07-28T19:00:59Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391725:burnout, 391728:stress management, 391716:health and wellness, 391407:motivating people, ascend:ascend, 420917:ascend, 391702:personal growth and transformation, 391672:emotional intelligence, 479934:early career, 419764:growth mindset, 366390:survival guide",Ready,2026-07-16 02:02:25,2026-07-17 15:23:16
e8ad898a7f454f51b9d26a8ae8d10688,H07PVD-XML-ENG,A Guide to Onboarding New Hires (For First-Time Managers),,Gleb Tsipursky,2023-07-11T19:00:21Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","395121:onboarding, 366376:advice, ascend:ascend, tip:tip, 420917:ascend, 479934:early career, 391498:employee performance management, 391383:leadership and managing people, 395116:managing people",Ready,2026-07-16 01:58:52,2026-07-17 15:22:41
4c05724a3453437cb79cabc00342205f,H05X36-XML-ENG,A Guide to Paying Off Your Student Loans ASAP,,Alisa Barcan,2020-10-09T14:54:35Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","366376:advice, 1300:budgeting, 391303:budgets and budgeting, ascend:ascend, commissioned:commissioned, 420917:ascend",Ready,2026-05-22 18:05:56,2026-05-22 18:06:12
50fc1a340e0941518acc6229af3c9546,H02FUX-XML-ENG,A Guide to Selecting an Analytics Vendor,,Matt Redlon,2015-10-23T15:00:43Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","special-series_understanding-analytics:special series_understanding analytics, 6519:analytics, 32451:it, 391810:analytics and data science, 391528:it management, new-author:new author, 109980:digital article, commissioned:commissioned",Ready,2026-05-21 20:27:01,2026-05-25 15:35:31
608f6970e1c2427ea559e51a50ca00a7,H06ZNZ-XML-ENG,A Guide to Setting Better Boundaries,,Joe Sanok,2022-04-14T20:00:55Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","402374:work-life balance, 391707:balancing work and family, ascend:ascend, 420917:ascend, 391693:time management, 391691:personal productivity, 366376:advice, tip:tip",Ready,2026-05-22 18:42:26,2026-05-22 18:42:43
ce879098d0aa45c5a23dfa75452454b1,H03BWQ-XML-ENG,A Guide to Solving Social Problems with Machine Learning,,"Jon Kleinberg, Jens Ludwig, Sendhil Mullainathan",2016-12-08T13:05:30Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","109980:digital article, 1768:social enterprise, 391240:social enterprise, commissioned:commissioned, research:research, 391810:analytics and data science, 391185:government, 232358:research, new-author:new author, 6519:analytics, 5907:government, insight-center_the-next-analytics-age-2016:insight center_the next analytics age 2016",Ready,2026-05-22 14:30:12,2026-05-25 16:03:29
2d846c893f4a46438beda3c41c6fc283,H08LPC-XML-ENG,A Guide to Taking Better Breaks at Work,,"Kira Schabram, Christopher M. Barnes",2025-02-04T18:01:09Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391728:stress management, 391716:health and wellness, 391496:time-off policies, 391516:talent management, 395116:managing people, 232362:big idea, 109980:digital article, 391725:burnout, 402374:work-life balance",Ready,2026-08-03 14:59:27,2026-08-03 15:25:01
713d25a3b68043c9a5438a4b2995dd41,H052AD-XML-ENG,A Guide to the Big Ideas and Debates in Corporate Governance,,"Lynn S. Paine, Suraj Srinivasan",2019-10-14T18:45:06Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","hbs:hbs, 30164:boards, 391173:business history, 1608:corporate governance, 1384:business history, 391452:corporate governance, 391453:boards, 109980:digital article",Ready,2026-05-22 15:30:46,2026-05-22 15:31:05
107e5c43789545e0aa04816a942002ea,H06O6Q-XML-ENG,A Guide to the Virtual Meeting,,Laura Amico,2021-10-29T19:58:32Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391433:collaboration and teams, 391436:leading teams, 391431:meeting management, dv-collection:dv-collection, 109980:digital article",Ready,2026-05-22 18:35:08,2026-05-22 18:35:23
3a9c22ebf8494d22849914f275f875b4,H08O5Y-XML-ENG,A Guide to Updating Your Resume When Moving from Public to Private Sector,,Marlo Lyons,2025-03-20T12:15:06Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391663:career transitions, 391666:job search, 109980:digital article, 361897:public administration and nonprofits, 397859:resumes, 391667:professional networks",Ready,2026-08-03 15:01:44,2026-08-03 15:26:07
31e83f1120cd4988aa9d53c15cb299a2,H0761A-XML-ENG,A Guide to U.S. Work Visas for International Students,,Evelyn Nam,2022-08-17T19:00:15Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","420917:ascend, ascend:ascend, 391666:job search, 479934:early career, 366376:advice, 391661:career planning",Ready,2026-05-22 18:51:08,2026-05-22 18:51:24
8ebe7a62c0f145d09f9983350b18b6e9,H025YR-XML-ENG,A Guide to Winning Support for Your New Idea or Project,,Rebecca Knight,2015-06-19T12:05:40Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","1012:influence, 391393:power and influence, 391433:collaboration and teams, 109980:digital article, 3089:collaboration, 232363:best practice",Ready,2026-07-31 20:19:30,2026-07-31 20:43:46
516e80652858439fbdbafa7266ca8eec,H02UYX-XML-ENG,A Hands-Off Approach to Open Innovation Doesn’t Work,,"Raghav Narsalay, Jitendra Kavathekar, Dave Light",2016-05-03T16:00:45Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391378:innovation, 1565:innovation, 3089:collaboration, 391461:joint ventures, 109980:digital article, 391593:product development, full-copyedit:_full copyedit, 391433:collaboration and teams, new-author:new author, 2208:joint ventures, 2109:product development, 232358:research, international-author:international author",Ready,2026-05-21 20:41:00,2026-05-25 15:48:28
a7a43eafb14044eca586582e7fc47636,H02I12-XML-ENG,A Healthier Approach to Business Travel,,Peter Bregman,2015-11-17T19:00:14Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","special-series_business-travel:special series_business travel, 109980:digital article, 9162:managing yourself, 391656:managing yourself, 391728:stress management, commissioned:commissioned, 1917:stress",Ready,2026-05-21 20:28:12,2026-05-25 15:36:51
64a84413d6ab4ac7b3b8017a59b6cb27,H03L7O-XML-ENG,AI Adds a New Layer to Cyber Risk,,"Greg Bell, Cliff Justice, Tony Buffomante, Ken Dunbar",2017-04-13T15:00:46Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","video:video, 109980:digital article, new-author:new author, insight-center_ai-2017:insight center_ai 2017, 1585:technology, 391807:technology and analytics, commissioned:commissioned",Ready,2026-07-31 20:31:05,2026-07-31 20:50:47
59cfd072cd74433399eaba63ff3a7c35,H07SKX-XML-ENG,AI Adoption in U.S. Health Care Won’t Be Easy,,"James B. Rebitzer, Robert S. Rebitzer",2023-09-14T12:15:18Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391712:health and behavioral science, 391808:ai and machine learning, 391749:change management, 416763:healthcare sector, 416771:information technology and telecom sector, 109980:digital article",Ready,2026-07-16 12:42:33,2026-07-17 15:24:25
c42ba98e4cfc4e799b243212b3c651a6,H0981H-XML-ENG,AI Adoption Is Overloading Your Middle Managers,,"Julia Shin, Sandra J. Sucher",2026-06-26T12:05:13Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","all-managers:all managers, c-suite-executive:c-suite executive, 391383:leadership and managing people, 391808:ai and machine learning, 391749:change management, 391564:organizational change, 492583:generative ai, ceo:ceo, mid-level-manager:mid-level manager, senior-leader:senior leader, 109980:digital article",Ready,2026-07-16 13:19:24,2026-07-17 15:44:09
1540f0018b2b46d685f40a241745a21d,H06LH4-XML-ENG,AI Adoption Skyrocketed Over the Last 18 Months,,Joe McKendrick,2021-09-27T12:15:59Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","new-author:new author, 391378:innovation, 391807:technology and analytics, 391810:analytics and data science, 109980:digital article, 391808:ai and machine learning, 391813:data management, 391819:automation",Ready,2026-05-22 18:28:01,2026-05-22 18:28:18
d7c4b70e084f40568a41bd9e1c1577bb,H094MK-XML-ENG,AI Agents Act a Lot Like Malware. Here’s How to Contain the Risks.,,Andrew Burt,2026-03-30T12:15:59Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391826:cybersecurity and digital privacy, 391808:ai and machine learning, board-member:board member, c-suite-executive:c-suite executive, ceo:ceo, 109980:digital article, senior-leader:senior leader",Ready,2026-07-16 13:15:47,2026-07-17 15:42:20
9330af3f4bf64749ac24211886c04cc9,H08N8P-XML-ENG,AI Agents Are Changing How People Shop. Here’s What That Means for Brands.,,"Jur Gaarlandt, Wesley Korver, Nathan Furr, Andrew Shipilov",2025-02-26T13:05:06Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","492583:generative ai, 391808:ai and machine learning, 109980:digital article, 391605:sales and marketing, 391612:brand management, 391807:technology and analytics, new-author:new author",Ready,2026-08-03 15:00:53,2026-08-03 15:25:42
c463963b6fd44384a0f3c997279d098f,H08ZIZ-XML-ENG,AI Agents Aren’t Ready for Consumer-Facing Work—But They Can Excel at Internal Processes,,"Nathan Furr, Jur Gaarlandt, Sid Mohan, Andrew Shipilov",2025-11-25T07:30:28Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","ceo:ceo, board-member:board member, c-suite-executive:c-suite executive, senior-leader:senior leader, 109980:digital article, 492583:generative ai, 391807:technology and analytics, 391808:ai and machine learning, 391819:automation, 391831:enterprise computing, 574095:agentic ai",Ready,2026-07-16 13:09:37,2026-07-17 15:39:09
3ac649e1375a41b19fb8fc3c771f63aa,H08QYO-XML-ENG,AI Alone Won’t Transform U.S. Healthcare,,Lloyd B. Minor,2025-05-27T12:15:11Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391719:healthcare and treatment, 391808:ai and machine learning, 416763:healthcare sector, 361511:north america, 109980:digital article",Ready,2026-08-03 15:04:02,2026-08-03 15:27:12
81678fe727434c11a66e330f78501fb1,H07RQO-XML-ENG,AI and the New Digital Cold War,,"Hemant Taneja, Fareed Zakaria",2023-09-06T12:05:51Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391209:social and global issues, 391206:public-private partnerships, 391227:society and business relations, 109980:digital article, 391256:globalization, 391808:ai and machine learning",Ready,2026-08-03 14:45:54,2026-08-03 15:18:28
ffd7147e44ac451d9ffe137bfd9ff748,H03QYA-XML-ENG,AI Can Be a Troublesome Teammate,,Kurt Gray,2017-07-20T14:00:30Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","232362:big idea, 391807:technology and analytics, 391378:innovation, 1585:technology, 109980:digital article, 1565:innovation, 3392:disruptive innovation, 391380:disruptive innovation",Ready,2026-05-22 14:46:51,2026-05-25 16:20:51
4446a7bba59d4975b8b71f1d8577d037,H07MEV-XML-ENG,AI Can Be Both Accurate and Transparent,,"François Candelon, Theodoros Evgeniou, David Martens",2023-05-12T12:15:48Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","research:research, 109980:digital article, 391808:ai and machine learning, 391170:transparency, new-author:new author, 391809:algorithms, 391819:automation",Ready,2026-05-22 19:05:06,2026-05-22 19:05:23
cc8ba155939344bd9e23a913af8d4d00,H03QA0-XML-ENG,AI Can Comb Through Your Data to Create More Compelling Customer Experiences,,Blake Morgan,2017-06-14T13:30:59Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1585:technology, 391810:analytics and data science, insight-center_putting-data-to-work-2017:insight center_putting data to work 2017, 3045:customer service, 2316:customers, 391480:customer experience, new-author:new author, 109980:digital article, 391489:customer service, 105886:data, 391807:technology and analytics",Ready,2026-05-22 14:44:47,2026-05-25 16:13:16
c7d159d13a224ea1b15c65af26f7922b,H068QE-XML-ENG,AI Can Help Companies Tap New Sources of Data for Analytics,,"Tom Davenport, Joey Fitts",2021-03-19T12:05:09Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1585:technology, 6519:analytics, 109980:digital article, 391810:analytics and data science, 105886:data, 391807:technology and analytics, 391813:data management",Ready,2026-05-22 18:19:47,2026-05-22 18:20:04
6a4ccb7028a844f2aab732389c5cafdd,H07NBD-XML-ENG,AI Can Help You Ask Better Questions — and Solve Bigger Problems,,"Hal Gregersen, Nicola Morini Bianzino",2023-05-26T12:25:47Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391749:change management, 391807:technology and analytics, 417665:managing creativity, 109980:digital article, 391808:ai and machine learning, 492583:generative ai",Ready,2026-05-22 19:05:42,2026-05-22 19:05:58
7c47e533c03a4cc996954021cce6d814,H08ORS-XML-ENG,AI Can Make the Relative-Valuation Process Less Subjective,,"Paul Geertsema, Helen Lu, Kristof Stouthuysen",2025-04-29T12:15:17Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391409:accounting, 391289:finance and investing, 391808:ai and machine learning, chart:chart, new-author:new author, 109980:digital article",Ready,2026-08-03 15:02:15,2026-08-03 15:26:22
0c8d54372856445089e762015fe3c790,H08ELV-XML-ENG,AI Can (Mostly) Outperform Human CEOs,,"Hamza Mudassir, Kamal Munir, Shaz Ansari, Amal Zahra",2024-09-26T12:15:14Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391808:ai and machine learning, 492583:generative ai, new-author:new author, 109980:digital article",Ready,2026-07-16 13:00:33,2026-07-17 15:34:21
eeb407549f0e48a4b5d0d1f88344dba0,H057J3-XML-ENG,AI Can Outperform Doctors. So Why Don’t Patients Trust It?,,"Chiara Longoni, Carey K. Morewedge",2019-10-30T12:15:37Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","1585:technology, 105882:healthcare, 416763:healthcare sector, 232358:research, insight-center_health-care-fall-2019:insight center_health care fall 2019, 391807:technology and analytics, 1787:psychology, 2316:customers, 391480:customer experience, commissioned:commissioned, 406170:psychology, 109980:digital article",Ready,2026-05-22 15:33:44,2026-05-22 15:34:04
57f1e8a0ea994fd4bee7f67b8450f4dd,H06HSP-XML-ENG,AI Doesn’t Have to Be Too Complicated or Expensive for Your Business,,Andrew Ng,2021-07-29T12:25:49Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","105886:data, 391810:analytics and data science, 1585:technology, 391808:ai and machine learning, 391807:technology and analytics, 109980:digital article",Ready,2026-05-22 18:25:23,2026-05-22 18:25:39
acfb336c7864405a83afa69d7650e931,H0929G-XML-ENG,AI Doesn’t Reduce Work—It Intensifies It,,"Aruna Ranganathan, Xingqi Maggie Ye",2026-02-09T13:05:58Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391808:ai and machine learning, 492583:generative ai, 391807:technology and analytics, 391819:automation, 391725:burnout, 109980:digital article",Ready,2026-07-16 13:12:46,2026-07-17 15:40:49
31a3d85d1c1140f9afdd800a9ab9a444,R0302F-XML-ENG,AIDS Is Your Business,,"Sydney Rosen, Jonathon Simon, Jeffrey R. Vincent, William MacLeod, Matthew Fox, Donald M. Thea",2003-02-01T05:00:00Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391231:labor, missing-image:missing image, 100336:labor, 1449:globalization, 3982:health, 391256:globalization, 391712:health and behavioral science, 110000:magazine article, 1446:emerging markets, 391254:emerging markets, import-notice:import notice",Ready,2026-05-22 19:08:40,2026-05-22 19:09:02
5bad9527997a47f39736b4885ed341c9,H05YSK-XML-ENG,AI Engineers Need to Think Beyond Engineering,,"Donald Martin, Jr., Andrew Moore",2020-10-28T12:45:22Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","new-author:new author, 109980:digital article, 1585:technology, 391807:technology and analytics, insight-center_ai-and-equality-fall-2020:insight center_ai and equality fall 2020",Ready,2026-05-22 18:06:51,2026-05-22 18:07:05
2993dfd9b28145b5ae3fd7f7475ac275,H05XUI-XML-ENG,AI Fairness Isn’t Just an Ethical Issue,,"Greg Satell, Yassmin Abdel-Magied",2020-10-20T14:25:53Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","insight-center_ai-and-equality-fall-2020:insight center_ai and equality fall 2020, 109980:digital article, 3940:social responsibility, 105886:data, 1585:technology, 391468:corporate social responsibility, commissioned:commissioned, 391810:analytics and data science, 391807:technology and analytics",Ready,2026-08-03 14:12:41,2026-08-03 14:35:24
6a1213966e0f45c4a2b1b0e98f62feef,H002ZA-XML-ENG,AIG: A Big Early Loss for Obama,,Michael D. Watkins,2009-03-19T18:19:20Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","391250:recessions, 391429:business communication, 391391:leadership transitions, 109980:digital article, 1414:recession, 1000:communication, 9068:leadership transitions",Ready,2026-07-31 18:54:50,2026-07-31 19:14:31
f6cf0d676f8942ad898f858856b9f1c8,H08WF1-XML-ENG,AI-Generated “Workslop” Is Destroying Productivity,,"Kate Niederhoffer, Gabriella Rosen Kellerman, Angela Lee, Alex Liebscher, Kristina Rapuano, Jeffrey T. Hancock",2025-09-22T12:05:07Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","109980:digital article, 492583:generative ai, 391433:collaboration and teams, 391436:leading teams, 391498:employee performance management, 395116:managing people, 391435:teams, 574096:workslop, 391808:ai and machine learning, all-audiences:all audiences, new-authors:new authors",Ready,2026-07-16 13:06:01,2026-07-17 15:37:17
aa5bd19559024c0aad93122e3197ff82,H08BD9-XML-ENG,AI Has a Revolutionary Ability to Parse Details. What Does That Mean for Business?,,"David Weinberger, Michele Zanini",2024-07-29T13:43:04Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","492583:generative ai, 109980:digital article, 391808:ai and machine learning, 391173:business history, 391735:strategy, 391548:supply chain management, 391516:talent management, 391837:web-based technologies",Ready,2026-07-16 12:58:20,2026-07-17 15:33:05
d4ff4ca8821b4280aa2611b9989ec875,H091S8-XML-ENG,AI Has Made Hiring Worse—But It Can Still Help,,Tomas Chamorro-Premuzic,2026-01-26T13:05:47Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","all-audiences:all audiences, 391508:hiring and recruitment, 391516:talent management, 391663:career transitions, 391666:job search, 391808:ai and machine learning, 109980:digital article, 492583:generative ai",Ready,2026-07-16 13:12:25,2026-07-17 15:40:38
b8e41d7ca99745cab379e366209ff81e,H090J9-XML-ENG,AI Is Changing How We Learn at Work,,Lynda Gratton,2025-12-22T13:05:33Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","senior-leader:senior leader, 109980:digital article, 391399:management philosophy, 391562:organizational learning, 492583:generative ai, 391808:ai and machine learning, 391501:developing employees, 391560:organizational development, 391555:organizational culture, 391405:managerial behavior, 391516:talent management, 391404:managing employees, all-managers:all managers, board-member:board member, c-suite-executive:c-suite executive, ceo:ceo",Ready,2026-07-16 13:10:46,2026-07-17 15:39:47
e040d02ce2fc4093bd32bf752a4f222d,H08VTP-XML-ENG,AI Is Changing the Structure of Consulting Firms,,"David S. Duncan, Tyler Anderson, Jeffrey Saviano",2025-09-10T12:15:37Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","109980:digital article, 391747:business models, 391808:ai and machine learning, new-author:new author, 374991:business consulting services",Ready,2026-07-16 13:05:09,2026-07-17 15:36:49
0b79993bf4f84a1992f8a7ab238fd497,H05EYF-XML-ENG,AI Is Changing Work — and Leaders Need to Adapt,,Martin Fleming,2020-03-24T12:15:54Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391150:business education, 10437:education, new-author:new author, 1565:innovation, 391807:technology and analytics, 109980:digital article, 1585:technology, 391378:innovation",Ready,2026-05-22 17:53:07,2026-05-22 17:53:24
cca0fc7eebb74b96b769b4c84b49106b,H021UV-XML-ENG,AI Is Getting Good Enough to Delegate the Work It Can’t Do,,Katherine Barr,2015-05-12T15:00:30Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391528:it management, 32451:it, 109980:digital article",Ready,2026-05-21 20:15:25,2026-05-25 15:14:43
6848b5bf5b0b437d88f83bafcb24a873,H03HY4-XML-ENG,AI Is Going to Change the 80/20 Rule,,Michael Schrage,2017-02-28T16:00:57Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection, Aggregated Collection - no URL template","391810:analytics and data science, quick-copyedit:_quick copyedit, 1565:innovation, 109980:digital article, 105886:data, 6519:analytics, 391378:innovation",Ready,2026-05-22 14:39:13,2026-05-25 16:08:29
e99b8ccc93ea421e900dd2d08ef55ade,H08PTL-XML-ENG,AI Is Great at Routine Tasks. Here’s Why Boards Should Resist Using It.,,"Vincent Bruni-Bossio, Devan Mescall, Regan N. Schmidt, Anup Srivastava",2025-05-01T12:25:53Z,Harvard Business Review Digital Article,,"CL-Articles-Base, Aggregated Collection - no URL template","492583:generative ai, 391808:ai and machine learning, 391453:boards, 391452:corporate governance, 109980:digital article",Ready,2026-08-03 15:03:16,2026-08-03 15:26:50
