CORE_PRODUCT_ID,AVAILABILITY_PK,ALTERNATE_ID_TYPE_1,ALTERNATE_ID_VALUE_1,ALTERNATE_ID_TYPE_2,ALTERNATE_ID_VALUE_2,TITLE,COPYRIGHT_HOLDER,AIELIGIBILITY_SET,PRODUCT_TYPE,COPYRIGHT_HOLDER_DISPLAY_NAME
4564AV,4564AV-VIF-ENG,KAL,1_zvfxzrct,,,Look Beyond Obvious Risks,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4565AV,4565AV-VIF-ENG,KAL,1_fym5t8ig,,,Confronting a Bad Deal,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4566AV,4566AV-VIF-ENG,KAL,1_83q03agu,,,The Value of Asking Open-Ended Questions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4567AV,4567AV-VIF-ENG,KAL,1_7ereyqup,,,Setting Your Goals Without Jargon,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4568AV,4568AV-VIF-ENG,KAL,1_8xzpvybb,,,"Use ""Social Proof"" to Change Behavior",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4569AV,4569AV-VIF-ENG,KAL,1_9zp7ahd9,,,Listen for Your Clients' Real Needs,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4570AV,4570AV-VIF-ENG,KAL,0_1d8pzogr,,,Why You Need a Project Plan,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4572AV,4572AV-VIF-ENG,KAL,1_z90fulzg,,,Postmortems are Essential,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4573AV,4573AV-VIF-ENG,KAL,1_rl9f6ljb,,,Cash Is King?Don't Give It Away,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4574AV,4574AV-VIF-ENG,KAL,0_qp8ig4w2,,,Convince Executives to Measure Performance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4575AV,4575AV-VIF-ENG,KAL,1_ocb2zhjf,,,Three Principles to Win Executive Approval,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4576AV,4576AV-VIF-ENG,KAL,1_on43gap4,,,Transforming a Hostile Encounter,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4577AV,4577AV-VIF-ENG,KAL,1_71amih04,,,Winning Your Exception to the Rule,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4578AV,4578AV-VIF-ENG,KAL,1_0vgyr6at,,,Energize Your Meeting With a Story,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4579AV,4579AV-VIF-ENG,KAL,1_hw7tybdp,,,Why Kindness is Good Business,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4581AV,4581AV-VIF-ENG,KAL,1_d15ykepz,,,How Empathy Can Launch a Conversation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4582AV,4582AV-VIF-ENG,KAL,1_xafp37ny,,,Set the Tone for Trust,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4583AV,4583AV-VIF-ENG,KAL,1_yfqcsrbn,,,Listen Carefully to Your Employees' Feedback,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4584AV,4584AV-VIF-ENG,KAL,0_7z04f86l,,,Conduct First-Hand Market Research,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4585AV,4585AV-VIF-ENG,KAL,1_xmnw1j1c,,,Maintain Momentum with Focused Meetings,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4586AV,4586AV-VIF-ENG,KAL,1_r1t94moa,,,Why You Should Read Your Memo Out Loud,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4587AV,4587AV-VIF-ENG,KAL,1_pda2vble,,,Go Beyond Your Initial Idea of an Audience,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4588AV,4588AV-VIF-ENG,KAL,1_xdwfy6cs,,,Three Keys to Influencing Others,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4590AV,4590AV-VIF-ENG,KAL,1_ys63hzcb,,,A Process for Clear and Persuasive Writing,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4591AV,4591AV-VIF-ENG,KAL,1_j1pgdb8w,,,Five Ways to Improve Your Business Writing,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4592AV,4592AV-VIF-ENG,KAL,1_9o417kh1,,,Three Elements to Expressing Your Idea,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4593AV,4593AV-VIF-ENG,KAL,1_nesgdvzn,,,You Can Do Anything!,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4594AV,4594AV-VIF-ENG,KAL,1_kab6paxl,,,The Best Feedback Includes an Action Plan,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4595AV,4595AV-VIF-ENG,KAL,1_ulj7x044,,,Make Delegation Your Development Tool,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4597AV,4597AV-VIF-ENG,KAL,1_mb6tsd4b,,,What Can I Take Off Your Plate?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4598AV,4598AV-VIF-ENG,KAL,1_91y6rxph,,,Make a Mentor Connection,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4599AV,4599AV-VIF-ENG,KAL,1_3bju91vi,,,Make Employees Responsible for Outcomes,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4600AV,4600AV-VIF-ENG,KAL,1_f29tjcff,,,Listen with Empathy to Improve Performance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4602AV,4602AV-VIF-ENG,KAL,1_bq3yst9f,,,Deviating from the Business Plan,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4603AV,4603AV-VIF-ENG,KAL,1_nyqpmu33,,,"Fix Their Problem, Win the Deal",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4604AV,4604AV-VIF-ENG,KAL,1_rd6cl2g0,,,Secure Your Plan with the Right Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4605AV,4605AV-VIF-ENG,KAL,1_c3htuuk5,,,Crowdsourcing Inside Your Company,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4606AV,4606AV-VIF-ENG,KAL,1_1fxkux2e,,,Turn Your Office into a Creative Space,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4607AV,4607AV-VIF-ENG,KAL,1_il7zqi7k,,,Share What's Behind a Decision,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4608AV,4608AV-VIF-ENG,KAL,1_td2pcaxw,,,Lead Cultural Change Through Action,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4609AV,4609AV-VIF-ENG,KAL,1_rl54gfx3,,,Process Emotions Effectively to Manage Change,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4610AV,4610AV-VIF-ENG,KAL,1_s1n6k8g2,,,Rehearse and Refine Your Action Plan,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4611AV,4611AV-VIF-ENG,KAL,1_f8b8y0ml,,,Take Action After a Crisis,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4612AV,4612AV-VIF-ENG,KAL,1_aat7x1p6,,,Survive a Storm by Changing Course,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4613AV,4613AV-VIF-ENG,KAL,1_wnx8lpwe,,,One Frame of Reference Isn't Enough,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4614AV,4614AV-VIF-ENG,KAL,1_3su8ghuf,,,Always Be Open to Dissenting Opinions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4615AV,4615AV-VIF-ENG,KAL,1_oau597kv,,,Make Allies to Champion Your Vision,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4616AV,4616AV-VIF-ENG,KAL,1_gn91rfxj,,,Good Coaching Inspires Self-Awareness,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4617AV,4617AV-VIF-ENG,KAL,1_a2sdew5j,,,How Managers Should Plan for Crises,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4618AV,4618AV-VIF-ENG,KAL,1_f4cyogno,,,Plan for the Worst Before a Crisis,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4619AV,4619AV-VIF-ENG,KAL,1_jhcm7yre,,,The Value of an Honest Performance Review,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4622AV,4622AV-VIF-ENG,KAL,0_j5pnrpdc,,,When to Give Someone a Second Chance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4624AV,4624AV-VIF-ENG,KAL,1_i6bf7u5g,,,Let Employees Work Smart,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4625AV,4625AV-VIF-ENG,KAL,0_yi692ezo,,,Bring Discipline to Your Hiring Process,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4626AV,4626AV-VIF-ENG,KAL,0_uabs3x2l,,,How to Motivate and Keep Your Best Talent,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4627AV,4627AV-VIF-ENG,KAL,0_winog8aa,,,Tune Into the Skills Your Team Offers,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4628AV,4628AV-VIF-ENG,KAL,1_3jukpjc0,,,Decision Making for Results,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4631AV,4631AV-VIF-ENG,KAL,1_ijwnxmja,,,How to Concentrate Under Pressure,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4632AV,4632AV-VIF-ENG,KAL,1_47y2562e,,,Improve Your Relationship with Your Boss by Aligning Goals,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4633AV,4633AV-VIF-ENG,KAL,1_qaout5us,,,Expose a Problem You Cannot Solve,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4634AV,4634AV-VIF-ENG,KAL,1_90mwz7vx,,,Pushing Back on an Assignment,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4638AV,4638AV-VIF-ENG,KAL,0_wuong0ha,,,Master the Art of Effective Delegation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4639AV,4639AV-VIF-ENG,KAL,1_qjanwjyd,,,Improve Training with Experiential Learning,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4640AV,4640AV-VIF-ENG,KAL,1_46m9vspd,,,How IBM's Vision Changed Strategy Execution,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4641AV,4641AV-VIF-ENG,KAL,1_6wviesop,,,The Benefits of Mastering Another Language,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4642AV,4642AV-VIF-ENG,KAL,1_ar5l9vck,,,Innovations That Are Long Overdue,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4643AV,4643AV-VIF-ENG,KAL,0_41ede2dv,,,Five Ways to Measure Performance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4644AV,4644AV-VIF-ENG,KAL,1_41dj9ntp,,,Feedback is a Two-Way Street,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4645AV,4645AV-VIF-ENG,KAL,1_7hpa6bx2,,,Emotional Intelligence in Tough Conversations,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4646AV,4646AV-VIF-ENG,KAL,1_ko8festv,,,Craft a Story to Sell Your Business Case,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4647AV,4647AV-VIF-ENG,KAL,0_95253a4k,,,Experiment to Learn About Your Market,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4650AV,4650AV-VIF-ENG,KAL,1_lmla3xc7,,,Performance Reviews Shouldn't Be Surprising,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4651AV,4651AV-VIF-ENG,KAL,1_jwuo4dfn,,,Competition Gone Wrong,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4652AV,4652AV-VIF-ENG,KAL,1_utz6lufi,,,How Not to Lose Sleep Over Your Budget,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4653AV,4653AV-VIF-ENG,KAL,1_qk0ri5ff,,,Mission to Mars: The Budget,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4654AV,4654AV-VIF-ENG,KAL,1_e4j9286x,,,Budgeting in an Uncertain Market,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4656AV,4656AV-VIF-ENG,KAL,1_k4rtbkmn,,,How to Manage Scope Creep,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4657AV,4657AV-VIF-ENG,KAL,1_86si7jp2,,,"Focus on Solutions, Not Mistakes",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4658AV,4658AV-VIF-ENG,KAL,1_bv0sfq3r,,,How Delegation Helps Everyone,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4659AV,4659AV-VIF-ENG,KAL,1_2mxg9dmu,,,Create and Deliver a Strong Business Case,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4660AV,4660AV-VIF-ENG,KAL,1_z368gso6,,,Introduction to Budgeting,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4661AV,4661AV-VIF-ENG,KAL,1_8fubcohg,,,Understanding NPV,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4662AV,4662AV-VIF-ENG,KAL,1_7spjnz5r,,,Use Bad News to Your Advantage,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4663AV,4663AV-VIF-ENG,KAL,1_jgzmtrmp,,,Introduction to Business Case Development,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4664AV,4664AV-VIF-ENG,KAL,0_y0hcb383,,,Juggling Growth and Brand Identity,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4665AV,4665AV-VIF-ENG,KAL,1_5iyj1qic,,,When the Better Market is Risky,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4666AV,4666AV-VIF-ENG,KAL,1_svknbxdy,,, Introduction to Business Plan Development,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4667AV,4667AV-VIF-ENG,KAL,1_3ljwm6yp,,,Introduction to Career Management,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4670AV,4670AV-VIF-ENG,KAL,1_1avv7dww,,,Introduction to Crisis Management,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4671AV,4671AV-VIF-ENG,KAL,1_7lbv0a2x,,,Introduction to Customer Focus,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4672AV,4672AV-VIF-ENG,KAL,1_fycb77rl,,,Introduction to Decision Making,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4673AV,4673AV-VIF-ENG,KAL,1_tcvo0md9,,,Introduction to Delegating,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4674AV,4674AV-VIF-ENG,KAL,1_amwytdx8,,,Introduction to Developing Employees,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4675AV,4675AV-VIF-ENG,KAL,1_s3y35ntm,,,Introduction to Difficult Interactions,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4677AV,4677AV-VIF-ENG,KAL,1_gw4wtm13,,,Introduction to Ethics,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4678AV,4678AV-VIF-ENG,KAL,1_ka3of88x,,,Introduction to Feedback Essentials,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4679AV,4679AV-VIF-ENG,KAL,1_ul9qnx77,,,Introduction to Finance Essentials,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4681AV,4681AV-VIF-ENG,KAL,1_9ajdha03,,,Introduction to Goal Setting,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4682AV,4682AV-VIF-ENG,KAL,1_ir3ueoim,,,Introduction to Hiring,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4683AV,4683AV-VIF-ENG,KAL,1_oyf07bf9,,,Introduction to Innovation and Creativity,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4684AV,4684AV-VIF-ENG,KAL,1_8pckrv0i,,,Introduction to Innovation Implementation ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4685AV,4685AV-VIF-ENG,KAL,1_bsfkv6b1,,,Leaders Are Made Not Born,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4686AV,4686AV-VIF-ENG,KAL,1_5h33mghz,,,Introduction to Managing Your Boss ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4687AV,4687AV-VIF-ENG,KAL,1_f07ggfah,,,Introduction to Marketing Essentials,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4688AV,4688AV-VIF-ENG,KAL,1_nbls8gxd,,,Introduction to Meeting Management,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4689AV,4689AV-VIF-ENG,KAL,1_5tn0sbon,,,Introduction to Negotiating,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4690AV,4690AV-VIF-ENG,KAL,1_iqdyo9b4,,,Introduction to Performance Appraisals,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4691AV,4691AV-VIF-ENG,KAL,1_rdc0plck,,,Introduction to Performance Measurement ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4693AV,4693AV-VIF-ENG,KAL,1_6rsbp45g,,,Introduction to Presentation Skills ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4694AV,4694AV-VIF-ENG,KAL,1_06hemeu5,,,Introduction to Process Improvement,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4695AV,4695AV-VIF-ENG,KAL,1_9e5i4rvb,,,Introduction to Project Management ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4696AV,4696AV-VIF-ENG,KAL,1_goedmr3w,,,Introduction to Retaining Employees,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4697AV,4697AV-VIF-ENG,KAL,1_pitf517b,,,Introduction to Strategic Thinking,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4698AV,4698AV-VIF-ENG,KAL,1_pzzj1qkc,,,Introduction to Strategy Planning and Execution ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4699AV,4699AV-VIF-ENG,KAL,1_a6k97hmk,,,Introduction to Stress Management,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4700AV,4700AV-VIF-ENG,KAL,1_ncq6bi13,,,Introduction to Team Creation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4701AV,4701AV-VIF-ENG,KAL,1_hjeu0oye,,,Introduction to Team Management ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4702AV,4702AV-VIF-ENG,KAL,1_hwf46mhm,,,Introduction to Time Management ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4703AV,4703AV-VIF-ENG,KAL,1_1h3udjmb,,,Introduction to Writing Skills,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4710AV,4710AV-VIF-ENG,KAL,1_w5cifvq9,,,"While Coaching, Listen More Than You Talk - Wrong Way ",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4711AV,4711AV-VIF-ENG,KAL,1_n256ugon,,,"While Coaching, Listen More Than You Talk - Ask the Coach",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4712AV,4712AV-VIF-ENG,KAL,1_y7xqnvz1,,,"While Coaching, Listen More Than You Talk - Better Way",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4716AV,4716AV-VIF-ENG,KAL,1_ufs3lt3g,,,Avoid Narrow Thinking While Making Decisions - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4717AV,4717AV-VIF-ENG,KAL,1_0lmvep1o,,,Avoid Narrow Thinking While Making Decisions - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4718AV,4718AV-VIF-ENG,KAL,1_3p0aae62,,,Avoid Narrow Thinking While Making Decisions - Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4722AV,4722AV-VIF-ENG,KAL,1_hycvw9q9,,,Motivate a Problem Employee - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4723AV,4723AV-VIF-ENG,KAL,1_3uvy6m88,,,Motivate a Problem Employee - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4724AV,4724AV-VIF-ENG,KAL,1_sfptylyy,,,Motivate a Problem Employee - Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4728AV,4728AV-VIF-ENG,KAL,1_btuctlky,,,Adapt Your Business While Developing Employees,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4729AV,4729AV-VIF-ENG,KAL,1_eng06qwh,,,Three Keys to Resolving a Crisis,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4734AV,4734AV-VIF-ENG,KAL,1_ng99lcnd,,,Stay Open When Receiving Feedback - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4735AV,4735AV-VIF-ENG,KAL,1_teylcigf,,,Stay Open When Receiving Feedback -Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4736AV,4736AV-VIF-ENG,KAL,1_8p9leiej,,,Stay Open When Receiving Feedback -Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4737AV,4737AV-VIF-ENG,KAL,1_j9g3a2y1,,,Is Your Boss a Leader or a Listener - Wrong Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4738AV,4738AV-VIF-ENG,KAL,1_z2qcdpg7,,,Is Your Boss a Leader or a Listener - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4739AV,4739AV-VIF-ENG,KAL,1_ffkzy5rm,,,Is Your Boss a Leader or a Listener - Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4740AV,4740AV-VIF-ENG,KAL,1_brn07s25,,,Ask for Clarification on an Assignment - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4741AV,4741AV-VIF-ENG,KAL,1_2wcescn4,,,Ask for Clarification on an Assignment - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4742AV,4742AV-VIF-ENG,KAL,1_b7bs26qg,,,Ask for Clarification on an Assignment - Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4743AV,4743AV-VIF-ENG,KAL,1_9ytuwp0d,,, Always Prepare for Meetings - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4744AV,4744AV-VIF-ENG,KAL,1_uem0zrj0,,,Always Prepare for Meetings - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4745AV,4745AV-VIF-ENG,KAL,1_1qeurtak,,,Always Prepare for Meetings - Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4752AV,4752AV-VIF-ENG,KAL,1_gprzux6e,,,"Negotiate Interests, Not Positions - Wrong Way ",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4753AV,4753AV-VIF-ENG,KAL,1_jfopax9q,,,"Negotiate Interests, Not Positions - Ask the Coach",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4754AV,4754AV-VIF-ENG,KAL,1_k6m1iglf,,,"Negotiate Interests, Not Positions - Better Way",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4755AV,4755AV-VIF-ENG,KAL,1_0gatfdam,,,Provide Balanced Feedback on Employees Performance - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4756AV,4756AV-VIF-ENG,KAL,1_wyjw36ox,,,Provide Balanced Feedback on Employees Performance - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4757AV,4757AV-VIF-ENG,KAL,1_nu4sjjni,,,Provide Balanced Feedback on Employees Performance - A Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4758AV,4758AV-VIF-ENG,KAL,1_rmj6kuan,,,Set Clear Goals for Employees Before Performance Appraisal - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4759AV,4759AV-VIF-ENG,KAL,1_8lidcnd8,,,Set Clear Goals for Employees Before Performance Appraisal - Ask the Coach,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4760AV,4760AV-VIF-ENG,KAL,1_hzvln30b,,,Set Clear Goals for Employees Before Performance Appraisal - Better Way,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4761AV,4761AV-VIF-ENG,KAL,1_yton3wzc,,,Establish Your Credibility but Balance it with Humility - Wrong Way ,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
